id	symbols	category	source	source_lines	english	zh	status	note
4752	IDS_KEY_DESC_4752	other	CRES.DLL	to2:2543	A 60 watt light bulb.	一个60瓦的灯泡		
4753	IDS_KEY_DESC_4753	other	CRES.DLL	to2:2544	Grimy AA batteries. They seem to have run out of juice.	沾满污垢的AA电池，似乎已经没电了。		
4754	IDS_KEY_DESC_4754	other	CRES.DLL	to2:2545	Shiny new AA batteries.	崭新的AA电池		
4755	IDS_KEY_DESC_4755	other	CRES.DLL	to2:2546	A briefcase to be delivered to Hatori-san.	一个要交给羽鸟先生的公文包		
4756	IDS_KEY_DESC_4756	other	CRES.DLL	to2:2547	You can use this fuel for the snowmobile.	这些燃料可以给雪地摩托使用		
4757	IDS_KEY_DESC_4757	other	CRES.DLL	to2:2548	This fuse appears to be in good condition.	这个保险丝看起来完好无损		
4758	IDS_KEY_DESC_4758	other	CRES.DLL	to2:2549	An ordinary key ring with several different keys.	一个普通的钥匙环，上面挂着几把不同的钥匙。		
4759	IDS_KEY_DESC_4759	other	CRES.DLL	to2:2550	A coil of copper wire for electrical work.	一卷用于电气作业的铜线		
4760			CRES.DLL		A heavy duty wrench. It'll do the job when bare hands won't.	一把重型扳手，徒手做不到的事，它应该能完成。		recovered_from_shipped_bin
4761			CRES.DLL		A loose door knob. It could come in handy for replacing missing or defective doorknobs.	一个脱落的门把手，可以用来替换缺失或损坏的门把手。		recovered_from_shipped_bin
4762			CRES.DLL		The ringer of a wind chime.	风铃的撞锤		recovered_from_shipped_bin
4763			CRES.DLL		An empty bucket. Looks like it could hold quite a bit of water.	一个空水桶，看起来能装不少水。		recovered_from_shipped_bin
4764			CRES.DLL		The handle for a water faucet.	水龙头的把手		recovered_from_shipped_bin
4765			CRES.DLL		Super Computer User Manual v1.0. Lists input procedures for the Super Computer.	《超级计算机用户手册》1.0版，列出了超级计算机的输入流程。		recovered_from_shipped_bin
4766			CRES.DLL		This Requisition Form 207-B has been filled out to request the Super Computer manual.	这张207-B申请表已经填好，用于申请《超级计算机用户手册》。		recovered_from_shipped_bin
4767			CRES.DLL		Supercomputer User Manual Supplement v2.0. Lists updated input procedure for Super Computer.	《超级计算机用户手册补充说明》2.0版，列出了更新后的超级计算机输入流程。		recovered_from_shipped_bin
4768			CRES.DLL		A H.A.R.M. ID badge used to enter secure areas.	用于进入安全区域的H.A.R.M.身份证		recovered_from_shipped_bin
4769			CRES.DLL		The label on this vacuum tube reads: Replacement part for M-9 Data Processing Unit.	这根真空管的标签上写着：M-9数据处理单元替换零件		recovered_from_shipped_bin
4770			CRES.DLL		The security code for the M-9 Data Processing Unit.	M-9数据处理单元的安全密码		recovered_from_shipped_bin
4771			CRES.DLL		A bypass widget used to access Data Processing Unit.	用于访问数据处理单元的旁路组件		recovered_from_shipped_bin
4772			CRES.DLL		The password needed to start the M-9 Data Processing Unit.	启动M-9数据处理单元所需的密码		recovered_from_shipped_bin
4773			CRES.DLL		Lists the file ID for information pertaining to Project: Omega.	列出了欧米伽计划相关情报的文件编号		recovered_from_shipped_bin
4774			CRES.DLL		Rupees are a basic monetary unit in India.	卢比是印度的基本货币单位		recovered_from_shipped_bin
4775			CRES.DLL		These are ignition keys for a snowmobile.	这是雪地摩托的点火钥匙		recovered_from_shipped_bin
4776			CRES.DLL		Refined sugar can be used to sweeten coffee or to cause an engine to seize up.	精制糖既可以用来给咖啡调味，也可以让发动机卡死。		recovered_from_shipped_bin
4778			CRES.DLL		Dr. Schenker's glasses are impossible to mistake. The thick lenses are scored with scratches and don't seem to have been cleaned for some months. It's difficult to imagine how he can see anything through them.	申克博士的眼镜一眼就能认出来。厚厚的镜片布满划痕，看起来已经几个月没清洗了，很难想象他怎么能透过它们看清任何东西。		recovered_from_shipped_bin
4779			CRES.DLL		The ignition key for a snowmobile.	雪地摩托的点火钥匙		recovered_from_shipped_bin
4780			CRES.DLL		Fifty rupees. Perhaps you can give this to Crazy Harij to open the city gates.	五十卢比。也许可以交给疯狂哈里吉，让他打开城门。		recovered_from_shipped_bin
4781			CRES.DLL		This catalogue is required in order to obtain Version 1.0 of the Supercomputer Services User Manual from the Supercomputer Services Department	要从超级计算机服务部门领取《超级计算机服务用户手册》1.0版，必须使用这本目录。		recovered_from_shipped_bin
4782			CRES.DLL		This key is needed to operate the loading crane in the submarine bay.	这把钥匙用于操作潜艇船坞的装卸起重机		recovered_from_shipped_bin
4783			CRES.DLL		This security card can be used on card key readers to gain entry to restricted areas.	这张安全卡可以在门禁读卡器上使用，以进入限制区域。		recovered_from_shipped_bin
4785			CRES.DLL		This recorder contains the voice identification for a H.A.R.M. Underwater Base employee.	这台录音机保存着一名H.A.R.M.水下基地员工的声纹识别信息。		recovered_from_shipped_bin
4786			CRES.DLL		A flat head screwdriver. Might be useful for prying things open.	一把一字螺丝刀，也许可以用来撬开东西。		recovered_from_shipped_bin
4787			CRES.DLL		The label on this audio tape identifies\nit as a volume in the audio journal of\nTom Goodman.	这盘录音带的标签表明，\n它是汤姆·古德曼录音日记中的\n一卷。		recovered_from_shipped_bin
4793			CRES.DLL		A safe combination: 38, 24, 36	保险柜密码：38、24、36		recovered_from_shipped_bin
4795			CRES.DLL		This coffee doesn't smell particularly fresh, but it's warm and strong.	这壶咖啡闻起来不太新鲜，但很热，也很浓。		recovered_from_shipped_bin
4796			CRES.DLL		Keys for Balaji Malpani's room at the Hotel Happy Guest as well as his private safe.	巴拉吉·马尔帕尼在“快乐宾客酒店”的房间钥匙，以及私人保险柜钥匙。		recovered_from_shipped_bin
4799			CRES.DLL		Card key for the Super Computer Services Department.	超级计算机服务部门门禁卡		recovered_from_shipped_bin
5001	IDS_MISSION_OBJ_5001	mission_objective	CRES.DLL	to2:308	Rendezvous with Hatori-san.	与羽鸟先生会合		
5002	IDS_MISSION_OBJ_5002	mission_objective	CRES.DLL	to2:309	Discover the new location for the meeting.	查明会议的新地点		
5003	IDS_MISSION_OBJ_5003	mission_objective	CRES.DLL	to2:310	Report back to Hatori-san.	向羽鸟先生汇报		
5004	IDS_MISSION_OBJ_5004	mission_objective	CRES.DLL	to2:311	Infiltrate the estate grounds.	潜入宅邸范围		
5005	IDS_MISSION_OBJ_5005	mission_objective	CRES.DLL	to2:312	Photograph the meeting.	拍摄会议现场		
5006	IDS_MISSION_OBJ_5006	mission_objective	CRES.DLL	to2:313	Return to Yamata-san at the bridge.	返回桥边与山田先生会合		
5007	IDS_MISSION_OBJ_5007	mission_objective	CRES.DLL	to2:314	Recover remaining three pages of this letter.	找回这封信剩余的三页		
5008	IDS_MISSION_OBJ_5008	mission_objective	CRES.DLL	to2:2235	Deliver briefcase to Hatori-san.	将公文包交给羽鸟先生		
5009	IDS_MISSION_OBJ_5009	mission_objective	CRES.DLL	to2:2236	Erase three dead drop chalk marks.	清除三处秘密投递点的粉笔标记		
5010	IDS_MISSION_OBJ_5010	mission_objective	CRES.DLL	to2:2237	Try not to let enemies sound the alarm.	尽量别让敌人拉响警报		
5011	IDS_MISSION_OBJ_5011	mission_objective	CRES.DLL	to2:2238	Recover six pages of UNITY field manual.	找回UNITY外勤手册的六页内容		
5012	IDS_MISSION_OBJ_5012	mission_objective	CRES.DLL	to2:2239	Photograph Hatori-san.	给羽鸟先生拍照		
5013	IDS_MISSION_OBJ_5013	mission_objective	CRES.DLL	to2:2240	Recover all four pages of the UNITY field manual.	找回UNITY外勤手册的全部四页内容		
5014	IDS_MISSION_OBJ_5014	mission_objective	CRES.DLL	to2:2241	FAILED: Photograph the meeting.	失败：未能拍摄会议现场		
5015	IDS_MISSION_OBJ_5015	mission_objective	CRES.DLL	to2:2242	Don't let any alarms be sounded in the yard around the main house.	不要触发主宅周围庭院内的任何警报		
5016	IDS_MISSION_OBJ_5016	mission_objective	CRES.DLL	to2:2243	Don't make any suspicious noise near the window!	不要在窗户附近发出任何可疑声响！		
5021			CRES.DLL		Radio UNITY mission control for instructions.	通过无线电联系UNITY任务控制中心，获取指示		recovered_from_shipped_bin
5022			CRES.DLL		Locate and secure the hunting cabin as a base of operations.	找到并控制狩猎木屋，将其作为行动基地		recovered_from_shipped_bin
5023			CRES.DLL		Place three explosives on the underpinnings of the main bridge.	在主桥底部支撑结构上安放三处炸药		recovered_from_shipped_bin
5024			CRES.DLL		Locate the communications relay station.	找到通信中继站		recovered_from_shipped_bin
5025			CRES.DLL		Locate the power station.	找到发电站		recovered_from_shipped_bin
5026			CRES.DLL		Avoid the main bridge leading into the base.	避开通往基地的主桥		recovered_from_shipped_bin
5027			CRES.DLL		Minimize Soviet casualties at all costs.	无论如何都要将苏军伤亡降到最低		recovered_from_shipped_bin
5028			CRES.DLL		Sabotage the power station.	破坏发电站		recovered_from_shipped_bin
5029			CRES.DLL		Plant explosive at the base of the radio tower. 	在无线电塔底部安放炸药		recovered_from_shipped_bin
5030			CRES.DLL		Plant explosives at power relay station.	在电力中继站安放炸药		recovered_from_shipped_bin
5031			CRES.DLL		Rescue your pilot from his Soviet captors, and escort him out of the facility.	从苏军手中救出飞行员，并护送他离开设施		recovered_from_shipped_bin
5032			CRES.DLL		Return to the hunting cabin and wait for dark.	返回狩猎木屋，等待天黑		recovered_from_shipped_bin
5033			CRES.DLL		Discover the nature of the conspiracy you've uncovered.	查明你所发现的阴谋真相		recovered_from_shipped_bin
5034			CRES.DLL		Try to prevent Soviet soldiers from summoning backup.	尽量阻止苏军士兵呼叫增援		recovered_from_shipped_bin
5035			CRES.DLL		Locate the central archive.	找到中央档案馆		recovered_from_shipped_bin
5036			CRES.DLL		Place explosive at the outer gate.	在外院大门安放炸药		recovered_from_shipped_bin
5037			CRES.DLL		Place explosive at the fuel depot in the motor pool.	在车场的燃料库安放炸药		recovered_from_shipped_bin
5038			CRES.DLL		Place explosive on propane tank by mess hall.	在食堂旁的丙烷罐上安放炸药		recovered_from_shipped_bin
5039			CRES.DLL		Recover information on Project: Omega.	取得欧米伽计划的相关情报		recovered_from_shipped_bin
5040			CRES.DLL		Get back to the plane.	返回飞机		recovered_from_shipped_bin
5041			CRES.DLL		Liquidate Nikolai Zhukov.	消灭尼古拉·朱可夫		recovered_from_shipped_bin
5042			CRES.DLL		Return to the insertion point.	返回潜入点		recovered_from_shipped_bin
5043			CRES.DLL		Recover both pages of Soviet Military Readiness Report.	找回《苏军战备报告》的两页内容		recovered_from_shipped_bin
5044			CRES.DLL		Infiltrate the installation.	潜入设施		recovered_from_shipped_bin
5045			CRES.DLL		Collect all four expense reports.	收集全部四份费用报告		recovered_from_shipped_bin
5046			CRES.DLL		Plant bugs on four phones in the main records building.	在主档案大楼的四部电话上安装窃听器		recovered_from_shipped_bin
5047			CRES.DLL		Photograph three targets. (TBD)	拍摄三个目标（待定）		recovered_from_shipped_bin
5048			CRES.DLL		Prevent H.A.R.M. from blowing up your plane.	阻止H.A.R.M.炸毁你的飞机		recovered_from_shipped_bin
5049			CRES.DLL		Help your pilot sober up.	帮助飞行员醒酒		recovered_from_shipped_bin
5050			CRES.DLL		Recover the other page of the Soviet Military Readiness Report.	找回《苏军战备报告》的另一页		recovered_from_shipped_bin
5051			CRES.DLL		Recover top secret document from the safe in the old Records Building.	从旧档案大楼的保险柜中取得绝密文件		recovered_from_shipped_bin
5052			CRES.DLL		Recover supplies from the shed.	从棚屋中取得补给		recovered_from_shipped_bin
5053			CRES.DLL		Infiltrate the Main Records Building.	潜入主档案大楼		recovered_from_shipped_bin
5054			CRES.DLL		Rescue your pilot from H.A.R.M.	从H.A.R.M.手中救出飞行员		recovered_from_shipped_bin
5055			CRES.DLL		Recover additional information on ANATOLI.	取得有关“阿纳托利”的更多情报		recovered_from_shipped_bin
5061			CRES.DLL		Find information on Project Omega.	寻找欧米伽计划的相关情报		recovered_from_shipped_bin
5062			CRES.DLL		Escape with the evidence.	带着证据逃脱		recovered_from_shipped_bin
5063			CRES.DLL		Defeat Isako.	击败伊沙子		recovered_from_shipped_bin
5064			CRES.DLL		Fight off the ninja attackers.	击退忍者袭击者		recovered_from_shipped_bin
5065			CRES.DLL		Find all the voice recordings.	找到所有录音		recovered_from_shipped_bin
5066			CRES.DLL		Find all the correspondence between Goodman and Mr. Smith.	找到古德曼与史密斯先生之间的全部往来信件		recovered_from_shipped_bin
5081			CRES.DLL		Rendezvous with Kamal. Be careful not to injure innocents or police patrolling the area.	与卡马尔会合，小心不要伤害无辜平民或在该地区巡逻的警察		recovered_from_shipped_bin
5082			CRES.DLL		Gain entry to H.A.R.M. headquarters.	设法进入H.A.R.M.总部		recovered_from_shipped_bin
5083			CRES.DLL		Bug the phone in Anoop Banerjee's office, then listen back to the conversation.	在阿努普·班纳吉的办公室电话上安装窃听器，然后回放通话内容		recovered_from_shipped_bin
5084			CRES.DLL		Locate the telephone junction box.	找到电话接线箱		recovered_from_shipped_bin
5085			CRES.DLL		Return to the entry hall before your absence is noted.	在别人发现你离开之前返回入口大厅		recovered_from_shipped_bin
5086			CRES.DLL		Collect the Wanted posters before they are spotted by civilians.	在通缉海报被平民发现前将其全部收走		recovered_from_shipped_bin
5087			CRES.DLL		Infiltrate Evil Alliance headquarters.	潜入邪恶联盟总部		recovered_from_shipped_bin
5088			CRES.DLL		Recover the contents of the manager's safe.	取得经理保险柜中的物品		recovered_from_shipped_bin
5089			CRES.DLL		Plant explosives at location #1.	在1号地点安放炸药		recovered_from_shipped_bin
5090			CRES.DLL		Plant explosives at location #2.	在2号地点安放炸药		recovered_from_shipped_bin
5091			CRES.DLL		Plant explosives at location #3.	在3号地点安放炸药		recovered_from_shipped_bin
5092			CRES.DLL		Plant explosives in the secret Evil Alliance film vault.	在邪恶联盟的秘密胶片库中安放炸药		recovered_from_shipped_bin
5093			CRES.DLL		Escape Evil Alliance headquarters.	逃离邪恶联盟总部		recovered_from_shipped_bin
5094			CRES.DLL		Recover information on Project Omega from the main vault.	从主保险库中取得欧米伽计划的相关情报		recovered_from_shipped_bin
5095			CRES.DLL		Rendezvous with Armstrong.	与阿姆斯特朗会合		recovered_from_shipped_bin
5096			CRES.DLL		Follow Armstrong to safety.	跟随阿姆斯特朗前往安全地点		recovered_from_shipped_bin
5097			CRES.DLL		Escape with Armstrong.	与阿姆斯特朗一起逃脱		recovered_from_shipped_bin
5098			CRES.DLL		Protect Armstrong at all costs.	无论如何都要保护阿姆斯特朗		recovered_from_shipped_bin
5099			CRES.DLL		Apprehend the Mime King.	逮捕哑剧之王		recovered_from_shipped_bin
5100			CRES.DLL		Photograph targets in H.A.R.M. HQ (TBD).	拍摄H.A.R.M.总部内的目标（待定）		recovered_from_shipped_bin
5101			CRES.DLL		Plant bug on three telephones in H.A.R.M. headquarters.	在H.A.R.M.总部的三部电话上安装窃听器		recovered_from_shipped_bin
5102			CRES.DLL		Photograph documents in wall safe.	拍摄墙壁保险柜中的文件		recovered_from_shipped_bin
5103			CRES.DLL		Obtain the blackmail evidence on Kamal.	取得用于勒索卡马尔的证据		recovered_from_shipped_bin
5104			CRES.DLL		Don't kill anyone or you'll fail your mission!	不能杀死任何人，否则任务失败！		recovered_from_shipped_bin
5105			CRES.DLL		Avoid being caught or you'll be escorted back to the lobby and have to try again!	避免被抓，否则你会被押回大厅，只能重新尝试！		recovered_from_shipped_bin
5106			CRES.DLL		Talk to Armstrong.	与阿姆斯特朗交谈		recovered_from_shipped_bin
5107			CRES.DLL		Find Kamal.	找到卡马尔		recovered_from_shipped_bin
5108			CRES.DLL		Reach the lower level without killing anyone.	在不杀死任何人的情况下抵达下层		recovered_from_shipped_bin
5109			CRES.DLL		Retrieve supplies from the phone booth near the movie theatre.	从电影院附近的电话亭取得补给		recovered_from_shipped_bin
5110			CRES.DLL		Don't get caught now or you'll fail your mission!	现在不能被抓，否则任务失败！		recovered_from_shipped_bin
5121			CRES.DLL		Recover information on Project Omega.	取得欧米伽计划的相关情报		recovered_from_shipped_bin
5122			CRES.DLL		Escape alive.	活着逃出去		recovered_from_shipped_bin
5123			CRES.DLL		Recover three pages of medical report.	找回医疗报告的三页内容		recovered_from_shipped_bin
5124			CRES.DLL		Recover additional data on Lieutenant Anders.	取得有关安德斯中尉的更多资料		recovered_from_shipped_bin
5131			CRES.DLL		Rescue civilians from super soldiers.	从超级士兵手中救出平民		recovered_from_shipped_bin
5132			CRES.DLL		Protect Kamal.	保护卡马尔		recovered_from_shipped_bin
5133			CRES.DLL		Put out the fire for Crazy Harij or he'll be very angry!	替疯狂哈里吉灭火，否则他会非常生气！		recovered_from_shipped_bin
5141			CRES.DLL		Find Dr. Schenker's eyeglasses.	找到申克博士的眼镜		recovered_from_shipped_bin
5142			CRES.DLL		Get rid of the intruders.	解决入侵者		recovered_from_shipped_bin
5143			CRES.DLL		Find Dr. Schenker.	找到申克博士		recovered_from_shipped_bin
5144			CRES.DLL		Protect UNITY personnel.	保护UNITY人员		recovered_from_shipped_bin
5145			CRES.DLL		Find the four misplaced documents.	找回四份放错位置的文件		recovered_from_shipped_bin
5146			CRES.DLL		Disarm all explosives.	拆除所有炸药		recovered_from_shipped_bin
5151			CRES.DLL		Find out where Armstrong is being held.	查明阿姆斯特朗被关押在哪里		recovered_from_shipped_bin
5152			CRES.DLL		Rescue Armstrong. He's being held in the lower decks in a Super Soldier pod.	救出阿姆斯特朗，他被关在下层甲板的一具超级士兵培养舱中		recovered_from_shipped_bin
5153			CRES.DLL		Find a way off the underwater base before it implodes.	在水下基地内爆前找到离开的方法		recovered_from_shipped_bin
5154			CRES.DLL		Gain access to the Director's private deck.	进入局长的私人甲板		recovered_from_shipped_bin
5155			CRES.DLL		Recover information on the H.A.R.M. super secret submarine.	取得H.A.R.M.超级秘密潜艇的相关情报		recovered_from_shipped_bin
5156			CRES.DLL		Recover a copy of the H.A.R.M. employee handbook.	取得一份《H.A.R.M.员工手册》		recovered_from_shipped_bin
5157			CRES.DLL		Defeat Pierre.	击败皮埃尔		recovered_from_shipped_bin
5158			CRES.DLL		Obtain the Supercomputer User Manual v1.0 from the Supercomputer Services Department.	从超级计算机服务部门取得《超级计算机用户手册》1.0版		recovered_from_shipped_bin
5159			CRES.DLL		Locate Requisition Form 207-B.	找到207-B申请表		recovered_from_shipped_bin
5160			CRES.DLL		Locate the Supercomputer User Manual Supplement v2.0.	找到《超级计算机用户手册补充说明》2.0版		recovered_from_shipped_bin
5161			CRES.DLL		Locate the bilge pump valve and open it.	找到舱底水泵阀门并将其打开		recovered_from_shipped_bin
5162			CRES.DLL		Obtain a copy of H.A.R.M.'s new mission statement.	取得一份H.A.R.M.的新使命宣言		recovered_from_shipped_bin
5163			CRES.DLL		Locate the umbilicus that leads to the Command Deck.	找到通往指挥甲板的脐带通道		recovered_from_shipped_bin
5171			CRES.DLL		Escape the needlessly elaborate death trap.	逃出这套毫无必要地复杂的死亡机关		recovered_from_shipped_bin
5172			CRES.DLL		Defeat Volkov.	击败沃尔科夫		recovered_from_shipped_bin
5173			CRES.DLL		Escape the secret underground lair.	逃离秘密地下巢穴		recovered_from_shipped_bin
5175			CRES.DLL		Recover the new H.A.R.M. public relations plan.	取得H.A.R.M.的新公关计划		recovered_from_shipped_bin
5176			CRES.DLL		Recover H.A.R.M.'s Khios Invasion Plan	取得H.A.R.M.的希俄斯入侵计划		recovered_from_shipped_bin
5177			CRES.DLL		Destroy the generator.	摧毁发电机		recovered_from_shipped_bin
5178			CRES.DLL		Destroy the super computer mainframe.	摧毁超级计算机主机		recovered_from_shipped_bin
5181			CRES.DLL		Stop the super soldier invasion.	阻止超级士兵入侵		recovered_from_shipped_bin
5182			CRES.DLL		Defeat the super soldier lieutenant.	击败超级士兵中尉		recovered_from_shipped_bin
5183			CRES.DLL		Rendezvous with Armstrong at the fort.	在要塞与阿姆斯特朗会合		recovered_from_shipped_bin
5184			CRES.DLL		Sink the Super Secret Submarine.	击沉超级秘密潜艇		recovered_from_shipped_bin
5501			CRES.DLL		Locate Balaji Malpani then photograph him. His apartment would be a good place to start.	找到巴拉吉·马尔帕尼并拍摄他，可以先从他的公寓查起		recovered_from_shipped_bin
5502			CRES.DLL		Head to the extraction point at the cafe near Balaji's apartment.	前往巴拉吉公寓附近咖啡馆的撤离点		recovered_from_shipped_bin
5503			CRES.DLL		Meet up with your team at the UNITY cabin and radio headquarters to receive final instructions.	在UNITY木屋与队伍会合，并通过无线电联系总部以接收最终指示		recovered_from_shipped_bin
5504			CRES.DLL		Take down the computer by infiltrating the installation and planting 4 explosives. 	潜入设施并安放四处炸药，摧毁计算机		recovered_from_shipped_bin
5505			CRES.DLL		Take down the computer by planting explosives. 3 targets are left.	安放炸药摧毁计算机，还剩三个目标		recovered_from_shipped_bin
5506			CRES.DLL		Take down the computer by planting explosives. 2 targets are left.	安放炸药摧毁计算机，还剩两个目标		recovered_from_shipped_bin
5507			CRES.DLL		Take down the computer by planting explosives. 1 target is left.	安放炸药摧毁计算机，还剩一个目标		recovered_from_shipped_bin
5508			CRES.DLL		Gather additional data on the Super Soldier project.	搜集有关超级士兵计划的更多资料		recovered_from_shipped_bin
5509			CRES.DLL		Meet back at the UNITY cabin and radio headquarters for an extraction.	返回UNITY木屋，并通过无线电联系总部请求撤离		recovered_from_shipped_bin
5510			CRES.DLL		Locate Cate. Her last reported location was near the waterfall outside the village.	找到凯特，她最后一次报告的位置在村外瀑布附近		recovered_from_shipped_bin
5511			CRES.DLL		Return to the extraction point with Cate.	与凯特一起返回撤离点		recovered_from_shipped_bin
5512			CRES.DLL		Find the generator and turn on the power to all the area's doors and gates.	找到发电机并恢复供电，使该地区所有门和大门重新运作		recovered_from_shipped_bin
5513			CRES.DLL		Gain entry to Balaji's apartment by finding a spare set of keys or perhaps a lockpick.	找到备用钥匙或开锁器，进入巴拉吉的公寓		recovered_from_shipped_bin
5514			CRES.DLL		Find a good vantage point from which to photograph Balaji at his mistress's apartment.	寻找合适的观察位置，拍摄身处情妇公寓中的巴拉吉		recovered_from_shipped_bin
5516			CRES.DLL		Locate and rescue Armstrong.	找到并救出阿姆斯特朗		recovered_from_shipped_bin
5517			CRES.DLL		Find information on where H.A.R.M. is taking Armstrong.	查明H.A.R.M.要把阿姆斯特朗带到哪里		recovered_from_shipped_bin
5518			CRES.DLL		Look for appropriate targets and plant 6 sets of explosives. 	寻找合适的目标并安放六组炸药		recovered_from_shipped_bin
5519			CRES.DLL		Look for appropriate targets and plant 5 sets of explosives. 	寻找合适的目标并安放五组炸药		recovered_from_shipped_bin
5520			CRES.DLL		Look for appropriate targets and plant 4 sets of explosives. 	寻找合适的目标并安放四组炸药		recovered_from_shipped_bin
5521			CRES.DLL		Look for appropriate targets and plant 3 sets of explosives. 	寻找合适的目标并安放三组炸药		recovered_from_shipped_bin
5522			CRES.DLL		Look for appropriate targets and plant 2 sets of explosives. 	寻找合适的目标并安放两组炸药		recovered_from_shipped_bin
5523			CRES.DLL		Look for appropriate targets and plant 1 explosive.  	寻找合适的目标并安放一处炸药		recovered_from_shipped_bin
5524			CRES.DLL		Return to the extraction point for retrieval.	返回撤离点等待接应		recovered_from_shipped_bin
5525			CRES.DLL		The mimes have taken 4 hostages. Save them.	哑剧演员抓了四名人质，救出他们		recovered_from_shipped_bin
5526			CRES.DLL		The mimes have 3 hostages. Save them.	哑剧演员还扣押着三名人质，救出他们		recovered_from_shipped_bin
5527			CRES.DLL		The mimes have 2 hostages. Save them.	哑剧演员还扣押着两名人质，救出他们		recovered_from_shipped_bin
5528			CRES.DLL		The mimes have 1 hostage. Save him.	哑剧演员还扣押着一名人质，救出他		recovered_from_shipped_bin
5529			CRES.DLL		Meet at the extraction point in the lobby to receive your next mission.	在大厅的撤离点会合，以接收下一项任务		recovered_from_shipped_bin
5530			CRES.DLL		Collect 50 rupees and pay Crazy Harij to let you through the gates into the inner part of the city.	收集五十卢比，交给疯狂哈里吉，让他放你通过城门进入城市内区		recovered_from_shipped_bin
5531			CRES.DLL		Get to the UNITY helicopter for extraction.	前往UNITY直升机处撤离		recovered_from_shipped_bin
5532			CRES.DLL		Cate is dead! Mission Failed!	凯特死了！任务失败！		recovered_from_shipped_bin
6000			CRES.DLL		Secret Underground H.A.R.M. Lair\nLocation UNKNOWN	H.A.R.M.秘密地下巢穴\n位置不明		recovered_from_shipped_bin
6001			CRES.DLL		7:01 p.m.\nInotakimura, Japan	晚上7:01\n日本，稻泷村		recovered_from_shipped_bin
6002			CRES.DLL		UNITY Headquarters\nLocation CLASSIFIED	UNITY总部\n位置保密		recovered_from_shipped_bin
6003			CRES.DLL		4:17 p.m.\nSiberia, U.S.S.R.	下午4:17\n苏联，西伯利亚		recovered_from_shipped_bin
6004			CRES.DLL		3:36 p.m.\nAkron, Ohio	下午3:36\n俄亥俄州，阿克伦		recovered_from_shipped_bin
6005			CRES.DLL		1:25 p.m.\nCalcutta, India	下午1:25\n印度，加尔各答		recovered_from_shipped_bin
6006			CRES.DLL		11:30 a.m.\nAntarctica	上午11:30\n南极洲		recovered_from_shipped_bin
6007			CRES.DLL		7:14 p.m.\nCalcutta, India	晚上7:14\n印度，加尔各答		recovered_from_shipped_bin
6008			CRES.DLL		2:28 p.m.\nUNITY Headquarters	下午2:28\nUNITY总部		recovered_from_shipped_bin
6009			CRES.DLL		Secret Underwater H.A.R.M. Base\nAegean Sea	H.A.R.M.秘密水下基地\n爱琴海		recovered_from_shipped_bin
6010			CRES.DLL		Secret Underground H.A.R.M. Lair	H.A.R.M.秘密地下巢穴		recovered_from_shipped_bin
6011			CRES.DLL		4:31 p.m.\nKingdom of Khios, Sea of Marmara	下午4:31\n马尔马拉海，希俄斯王国		recovered_from_shipped_bin
6012			CRES.DLL		H.A.R.M. Super Secret Submarine	H.A.R.M.超级秘密潜艇		recovered_from_shipped_bin
6013			CRES.DLL		NATO High Command Fleet	北约最高统帅部舰队		recovered_from_shipped_bin
6014			CRES.DLL		9:42 p.m.\nSiberia, U.S.S.R.	晚上9:42\n苏联，西伯利亚		recovered_from_shipped_bin
6015			CRES.DLL		2:24 p.m.\nH.A.R.M.'s Indian Headquarters	下午2:24\nH.A.R.M.印度总部		recovered_from_shipped_bin
6016			CRES.DLL		Somewhere in the Aegean Sea	爱琴海某处		recovered_from_shipped_bin
6017			CRES.DLL		Somewhere in the Sea of Marmara	马尔马拉海某处		recovered_from_shipped_bin
6500	IDS_MISSIONFAILURE	mission_failure	CRES.DLL	to2:349	Unacceptable civilian casualties!	平民伤亡过多，无法接受！		
6501	IDS_MISSIONFAILURE2	mission_failure	CRES.DLL	to2:350	You killed a civilian!	你杀害了一名平民！		
6502	IDS_MISSIONFAILURE3	mission_failure	CRES.DLL	to2:351	You were apprehended!	你被逮捕了！		
6503	IDS_MISSIONFAILURE4	mission_failure	CRES.DLL	to2:352	You were sucked into the tornado!	你被龙卷风卷走了！		
6504	IDS_MISSIONFAILURE5	mission_failure	CRES.DLL	to2:353	You cut the wrong circuit!	你切错了线路！		
6509	IDS_MISSIONFAILURE10	mission_failure	CRES.DLL	to2:358	You died!	你死了！		
6506	IDS_MISSIONFAILURE7	mission_failure	CRES.DLL	to2:355	UNITY Headquarters has been destroyed!	UNITY总部被摧毁了！		
6507	IDS_MISSIONFAILURE8	mission_failure	CRES.DLL	to2:356	You killed your pilot!	你杀死了飞行员！		
6510	IDS_MISSIONFAILURE11	mission_failure	CRES.DLL	to2:359	You killed Hatori-san!	你杀死了羽鸟先生！		
6511	IDS_MISSIONFAILURE12	mission_failure	CRES.DLL	to2:360	You allowed Hatori-san to be killed!	你没能阻止羽鸟先生遇害！		
6512	IDS_MISSIONFAILURE13	mission_failure	CRES.DLL	to2:4881	You killed Armstrong!	你杀死了阿姆斯特朗！		
6513	IDS_MISSIONFAILURE14	mission_failure	CRES.DLL	to2:4882	You allowed Armstrong to die!	你没能阻止阿姆斯特朗死亡！		
